GRIN_accessionID,GRIN_ACCESSION,GRIN_PLANT_NAME,GRIN_TAXONOMY,GRIN_GENEBANK,GRIN_ORIGIN,GRIN_DbID,passQC,missingness_rate,Vv_ancestry_pct,NA1_ancestry_pct,NA2_ancestry_pct,Mus_ancestry_pct,EA_ancestry_pct,vivc_prime_name,vivc_number,vivc_country_origin,vivc_species,vivc_color,vivc_parent1,vivc_parent2,vivc_pedigree_confirmed,match_methods,n_confirming_methods,origin_crossval,species_crossval,ambiguous_flag
DVIT_3664,DVIT 3664,Late Vavilov,Vitis vinifera L. ,DAV,Turkmenistan,1863549.0,True,0.18,100.0,0.0,0.0,0.0,0.0,LATE VAVILOV,27185,ARMENIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_878,DVIT 878,Oeillade Noire,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009608.0,True,0.13,100.0,0.0,0.0,0.0,0.0,OEILLADE NOIRE,8702,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_872,DVIT 872,Negro Amaro,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009552.0,True,0.31,100.0,0.0,0.0,0.0,0.0,NEGRO AMARO,8456,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,?,MAIOLICA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_395,DVIT 395,Emile Royal,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1005913.0,True,0.28,100.0,0.0,0.0,0.0,0.0,EMILE ROYAL,3896,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_87,DVIT 87,Lady,Vitis labrusca L. ,DAV,"Ohio, United States",1002443.0,True,0.29,50.0,0.0,50.0,0.0,0.0,LADY,6626,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,BLANC,CONCORD,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_412,DVIT 412,Golden Queen,Vitis hybr.,DAV,United Kingdom,1006084.0,True,0.22,53.6,0.2,0.0,46.2,0.0,GOLDEN QUEEN,4882,UNITED KINGDOM,VITIS INTERSPECIFIC CROSSING,BLANC,BLACK ALICANTE,FERDINAND DE LESSEPS,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_411,DVIT 411,Golden Champion,Vitis vinifera L. subsp. vinifera ,DAV,United Kingdom,1006075.0,True,0.12,100.0,0.0,0.0,0.0,0.0,GOLDEN CHAMPION,4871,UNITED KINGDOM,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,GOLDEN HAMBURG,MUSCAT OF ALEXANDRIA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_835,DVIT 835,Montils,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009228.0,True,0.33,100.0,0.0,0.0,0.0,0.0,MONTILS,7956,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,?,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_381,DVIT 381,Citronelle,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1005770.0,True,0.39,99.5,0.5,0.0,0.0,0.0,CITRONELLE,2689,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_410,DVIT 410,Gold,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1006067.0,True,0.17,100.0,0.0,0.0,0.0,0.0,GOLD,4997,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,CALIFORNIA A 3- 94,CALIFORNIA K 3- 78,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_379,DVIT 379,Cinsaut,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1536724.0,True,0.36,100.0,0.0,0.0,0.0,0.0,CINSAUT,2672,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_831,DVIT 831,Mission,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009198.0,True,0.42,100.0,0.0,0.0,0.0,0.0,MISSIO,7872,HUNGARY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M5_fuzzy(r=0.923),1,MISMATCH,OK,False
DVIT_953,DVIT 953,Carriere,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010337.0,True,0.23,100.0,0.0,0.0,0.0,0.0,CARRIERE,2127,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_3694,DVIT 3694,Moldova,Vitis hybr.,DAV,"California, United States",1903666.0,True,0.21,76.4,17.4,5.8,0.0,0.4,MOLDOVA,7896,MOLDOVA,VITIS INTERSPECIFIC CROSSING,NOIR,GUZAL KARA,VILLARD BLANC,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_401,DVIT 401,Exotic,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1005977.0,True,0.12,100.0,0.0,0.0,0.0,0.0,EXOTIC,4022,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,AHMEUR BOU AHMEUR,ALPHONSE LAVALLEE,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_366,DVIT 366,Calmeria,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1005638.0,True,0.14,100.0,0.0,0.0,0.0,0.0,CALMERIA,2004,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,OHANES,SULTANINA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_4,DVIT 4,Alden,Vitis hybr.,,"Oklahoma, United States",1000171.0,True,0.32,69.1,0.5,30.2,0.2,0.0,ALDEN,261,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,ONTARIO,ALPHONSE LAVALLEE,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_837,DVIT 837,Montils,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009242.0,True,0.33,100.0,0.0,0.0,0.0,0.0,MONTILS,7956,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,?,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_839,DVIT 839,Morrastel,Vitis vinifera L. subsp. vinifera ,DAV,France,1009258.0,True,0.17,100.0,0.0,0.0,0.0,0.0,GRACIANO,4935,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M2_alias,1,MISMATCH,OK,False
DVIT_955,DVIT 955,Petite Noir,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010351.0,True,0.17,100.0,0.0,0.0,0.0,0.0,PETIT NOIR,22501,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M5_fuzzy(r=0.952),1,MISMATCH,OK,False
DVIT_388,DVIT 388,DABOUKI,Vitis vinifera L. subsp. vinifera ,,Israel,1005841.0,True,0.39,100.0,0.0,0.0,0.0,0.0,DABOUKI,3309,ISRAEL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_933,DVIT 933,Robin Noir,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010154.0,True,0.17,100.0,0.0,0.0,0.0,0.0,ROBIN NOIR,10128,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,MONDEUSE BLANCHE,TRESSOT NOIR,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_935,DVIT 935,Rotgipfler,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010174.0,True,0.38,100.0,0.0,0.0,0.0,0.0,ROTGIPFLER,10231,AUSTRIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,SAVAGNIN = TRAMINER,VELTLINER ROT,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_927,DVIT 927,Raboso Piave,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010092.0,True,0.24,100.0,0.0,0.0,0.0,0.0,RABOSO PIAVE,9864,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_919,DVIT 919,Folle Blanche,Vitis vinifera L. subsp. vinifera ,DAV,France,1010023.0,True,0.4,100.0,0.0,0.0,0.0,0.0,FOLLE BLANCHE,4183,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_937,DVIT 937,Royalty,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010194.0,True,0.19,87.3,12.1,0.5,0.0,0.0,ROYALTY,10288,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,ALICANTE GANZIN,TROUSSEAU NOIR,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,MISMATCH,True
DVIT_945,DVIT 945,Sangiovese,Vitis vinifera L. subsp. vinifera ,DAV,Italy,1010269.0,True,0.15,100.0,0.0,0.0,0.0,0.0,SANGIOVESE,10680,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_946,DVIT 946,SATINO,Vitis vinifera L. subsp. vinifera ,,,1010275.0,True,0.15,100.0,0.0,0.0,0.0,0.0,SATINO,10784,GREECE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_947,DVIT 947,Sauvignon blanc,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010289.0,True,0.16,100.0,0.0,0.0,0.0,0.0,SAUVIGNON BLANC,10790,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,SAVAGNIN BLANC,?,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_954,DVIT 954,Semillon,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010342.0,True,0.08,100.0,0.0,0.0,0.0,0.0,SEMILLON,11480,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_95,DVIT 95,Lukfata,Vitis hybr.,DAV,"Texas, United States",1002604.0,True,0.31,3.9,24.9,71.2,0.0,0.0,LUKFATA,6991,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,MOORE EARLY,VITIS CHAMPINII PLANCHON,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_950,DVIT 950,Chardonnay,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010305.0,True,0.37,100.0,0.0,0.0,0.0,0.0,CHARDONNAY BLANC,2455,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,PINOT,view,M2_alias,1,MISMATCH,OK,False
DVIT_944,DVIT 944,Salvador,Vitis hybr.,DAV,"California, United States",1010257.0,True,0.15,50.5,28.3,21.3,0.0,0.0,SALVADOR,10518,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,MISMATCH,True
DVIT_387,DVIT 387,Danugue,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1005834.0,True,0.3,100.0,0.0,0.0,0.0,0.0,DANUGUE,3425,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,BREVAL NEGRO,?,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_938,DVIT 938,Rubired,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010202.0,True,0.2,87.4,12.2,0.5,0.0,0.0,RUBIRED,10308,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,ALICANTE GANZIN,TINTO CAO,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,MISMATCH,True
DVIT_939,DVIT 939,Roussette,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010213.0,True,0.26,100.0,0.0,0.0,0.0,0.0,ROUSSETTE,10264,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_94,DVIT 94,Louisiana,Vitis √óbourquiniana W. A. Taylor ,DAV,"Missouri, United States",1002587.0,True,0.23,29.5,29.2,41.4,0.0,0.0,LOUISIANA,6911,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,CUNNINGHAM,PINOT GRIS,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_940,DVIT 940,Ruby Cabernet,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010222.0,True,0.11,100.0,0.0,0.0,0.0,0.0,RUBY CABERNET,10313,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,CARIGNAN NOIR,CABERNET SAUVIGNON,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_943,DVIT 943,RUBIRED,Vitis vinifera L. subsp. vinifera ,DAV,,1010251.0,True,0.11,87.1,12.3,0.6,0.0,0.0,RUBIRED,10308,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,ALICANTE GANZIN,TINTO CAO,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,MISMATCH,True
DVIT_942,DVIT 942,Saint Emilion,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010239.0,True,0.1,100.0,0.0,0.0,0.0,0.0,TREBBIANO TOSCANO,12628,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M2_alias,1,MISMATCH,OK,False
DVIT_916,DVIT 916,Chardonnay,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009994.0,True,0.18,100.0,0.0,0.0,0.0,0.0,CHARDONNAY BLANC,2455,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,PINOT,view,M2_alias,1,MISMATCH,OK,False
DVIT_897,DVIT 897,Lagrein,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009794.0,True,0.23,100.0,0.0,0.0,0.0,0.0,LAGREIN,6666,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,SCHIAVA GENTILE,TEROLDEGO,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_899,DVIT 899,PETROLIANOS,Vitis vinifera L. subsp. vinifera ,,Greece,1009816.0,True,0.14,100.0,0.0,0.0,0.0,0.0,PETROULIANOS,9205,GREECE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M5_fuzzy(r=0.957),1,OK,OK,False
DVIT_9,DVIT 9,America,Vitis hybr.,DAV,"Texas, United States",1000368.0,True,0.25,1.6,34.6,63.5,0.0,0.3,AMERICA,419,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,MUNSON,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_904,DVIT 904,PINOT BLANC,Vitis vinifera L. subsp. vinifera ,DAV,France,1009870.0,True,0.32,100.0,0.0,0.0,0.0,0.0,PINOT BLANC,9272,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_3665,DVIT 3665,Mamidon Deli,Vitis vinifera L. ,DAV,Turkmenistan,1863550.0,True,0.32,100.0,0.0,0.0,0.0,0.0,MAMIDON DELI,7288,"SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)",VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_891,DVIT 891,Pedro Ximenez,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009735.0,True,0.27,100.0,0.0,0.0,0.0,0.0,PEDRO XIMENEZ,9080,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEBEN,?,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_89,DVIT 89,Last Rose,Vitis hybr.,DAV,"Texas, United States",1002485.0,True,0.33,68.8,0.5,29.6,1.0,0.0,LAST ROSE,6766,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROSE,ARMLONG,IONA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_895,DVIT 895,Durif,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009772.0,True,0.33,100.0,0.0,0.0,0.0,0.0,DURIF,3738,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,SYRAH,PELOURSIN NOIR,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_893,DVIT 893,Perruno,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009753.0,True,0.19,100.0,0.0,0.0,0.0,0.0,PERRUNO,9185,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_96,DVIT 96,Marguerite,Vitis hybr.,DAV,"Texas, United States",1002617.0,True,0.17,47.7,0.2,51.8,0.0,0.3,MARGUERITE,7396,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,VITIS LABRUSCA LINNE,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
DVIT_913,DVIT 913,Pinot Noir,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009963.0,True,0.26,100.0,0.0,0.0,0.0,0.0,PINOT NOIR,9279,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,?,SAVAGNIN BLANC,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_914,DVIT 914,Pinot Noir,Vitis vinifera L. subsp. vinifera ,DAV,France,1009977.0,True,0.23,100.0,0.0,0.0,0.0,0.0,PINOT NOIR,9279,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,?,SAVAGNIN BLANC,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_390,DVIT 390,Delight,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1005861.0,True,0.16,100.0,0.0,0.0,0.0,0.0,DELIGHT,3509,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,KOENIGIN DER WEINGAERTEN,SULTANINA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_915,DVIT 915,Pinot Noir,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009984.0,True,0.17,100.0,0.0,0.0,0.0,0.0,PINOT NOIR,9279,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,?,SAVAGNIN BLANC,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_38,DVIT 38,Columbian Imperial,Vitis hybr.,DAV,"Ohio, United States",1001307.0,True,0.22,29.8,0.4,69.7,0.1,0.0,COLUMBIAN IMPERIAL,2785,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS LABRUSCA LINNE,VITIS RIPARIA MICHAUX,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_912,DVIT 912,PINOT NOIR,Vitis vinifera L. subsp. vinifera ,DAV,,1009962.0,True,0.21,100.0,0.0,0.0,0.0,0.0,PINOT NOIR,9279,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,?,SAVAGNIN BLANC,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_37,DVIT 37,Columbian,Vitis hybr.,DAV,"Missouri, United States",1001276.0,True,0.31,32.5,0.3,66.8,0.4,0.1,COLUMBIA,2784,UNITED STATES OF AMERICA,VITIS RIPARIA MICHAUX,NOIR,,,,M5_fuzzy(r=0.941),1,MISMATCH,OK,False
DVIT_907,DVIT 907,Pinot Gris,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009897.0,True,0.36,100.0,0.0,0.0,0.0,0.0,PINOT GRIS,9275,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,GRIS,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_908,DVIT 908,Pinot Noir,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009914.0,True,0.37,100.0,0.0,0.0,0.0,0.0,PINOT NOIR,9279,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,?,SAVAGNIN BLANC,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_392,DVIT 392,Dizmar,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1005884.0,True,0.14,100.0,0.0,0.0,0.0,0.0,DIZMAR,3596,IRAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_911,DVIT 911,Pinot Noir,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009938.0,True,0.16,100.0,0.0,0.0,0.0,0.0,PINOT NOIR,9279,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,?,SAVAGNIN BLANC,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_91,DVIT 91,Leverkuhn,Vitis mustangensis Buckley ,DAV,"Missouri, United States",1002526.0,True,0.2,29.4,0.0,70.3,0.0,0.3,LEVERKUHN,6818,UNITED STATES OF AMERICA,VITIS CANDICANS ENGELMANN,,VITIS CANDICANS ENGELMANN,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_910,DVIT 910,Pinot Noir,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1009937.0,True,0.28,100.0,0.0,0.0,0.0,0.0,PINOT NOIR,9279,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,?,SAVAGNIN BLANC,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_8135,DVIT 8135,Princess,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1912691.0,True,0.22,100.0,0.0,0.0,0.0,0.0,PRINCESS,19941,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,CRIMSON SEEDLESS,FRESNO B 40- 208,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_8136,DVIT 8136,Queen,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1912692.0,True,0.27,100.0,0.0,0.0,0.0,0.0,QUEEN,9841,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,MUSCAT HAMBURG,SULTANINA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_43,DVIT 43,Cynthiana,Vitis hybr.,DAV,"Virginia, United States",1001446.0,True,0.16,27.0,0.8,71.9,0.0,0.3,CYNTHIANA,3304,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,AESTIVALIS,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_8139,DVIT 8139,Redglobe,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1912695.0,True,0.34,100.0,0.0,0.0,0.0,0.0,RED GLOBE,9972,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,OLMO L 12- 80,OLMO S 45- 48,,M5_fuzzy(r=0.941),1,MISMATCH,OK,False
DVIT_970,DVIT 970,Tadone,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010436.0,True,0.19,100.0,0.0,0.0,0.0,0.0,TADONE,12194,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
