child_variety,parent_variety,parent_role,evidence_type,marker_type,n_markers,lod_score,study_reference,doi,confirmed_year,confidence_level,notes
CASTELAO,ALFROCHEIRO,Parent 2,SNP,SNP,231,89.4,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=89.4
CASTELAO BRANCO,HEBIEN,Parent 1,SNP,SNP,231,73.2,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=73.2
CASTELAO BRANCO,ALFROCHEIRO,Parent 2,SNP,SNP,231,73.2,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=73.2
CASTELO BRANCO,FERNÃO PIRES,Parent 1,SNP,SNP,231,58.3,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=58.3
CASTELO BRANCO,MONTUA,Parent 2,SNP,SNP,231,58.3,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=58.3
CASTELOA,CAYETANA BLANCA,Parent 1,SNP,SNP,231,73.9,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=73.9
CASTELOA,ALFROCHEIRO,Parent 2,SNP,SNP,231,73.9,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=73.9
CERCIAL,MALVASIA FINA,Parent 1,SNP,SNP,231,86,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=86
CERCIAL,SERCIAL,Parent 2,SNP,SNP,231,86,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=86
CODEGA DO LARINHO,RABIGATO,Parent 1,SNP,SNP,231,72.3,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=72.3
CODEGA DO LARINHO,HEBIEN,Parent 2,SNP,SNP,231,72.3,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=72.3
CONCIEIRA,ALFROCHEIRO,Parent 1,SNP,SNP,231,56.7,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=56.7
CONCIEIRA,RAMISCO,Parent 2,SNP,SNP,231,56.7,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=56.7
CORNIFESTO,CAYETANA BLANCA,Parent 1,SNP,SNP,231,71.1,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=71.1
CORNIFESTO,ALFROCHEIRO,Parent 2,SNP,SNP,231,71.1,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=71.1
DELICIOSA,ALICANTE HENRI BOUSCHET,Parent 1,SNP,SNP,231,84,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=84
DELICIOSA,MONTUA,Parent 2,SNP,SNP,231,84,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=84
DOURADINHA,ALFROCHEIRO,Parent 1,SNP,SNP,231,52.9,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=52.9
DOURADINHA,AMARAL,Parent 2,SNP,SNP,231,52.9,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=52.9
DURIF,Peloursin,Parent 1,SNP,SNP,231,65.3,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=65.3
DURIF,SYRAH,Parent 2,SNP,SNP,231,65.3,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=65.3
GOUVEIO,SAVAGNIN,Parent 1,SNP,SNP,231,66.9,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=66.9
GOUVEIO,CASTELLANA BLANCA,Parent 2,SNP,SNP,231,66.9,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=66.9
JAMPAL,CAYETANA BLANCA,Parent 1,SNP,SNP,231,79.3,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=79.3
JAMPAL,ALFROCHEIRO,Parent 2,SNP,SNP,231,79.3,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=79.3
LARIAO,HEBIEN,Parent 1,SNP,SNP,231,91,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=91
LARIAO,AHMEUR BOU AHMEUR,Parent 2,SNP,SNP,231,91,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=91
LOUREIRO BLANCO,BRANCO ESCOLA,Parent 1,SNP,SNP,231,66.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=66.5
LOUREIRO BLANCO,AMARAL,Parent 2,SNP,SNP,231,66.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=66.5
MADELEINE ROYALE,SCHIAVA GROSSA,Parent 1,SNP,SNP,231,84.3,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=84.3
MADELEINE ROYALE,Pinot,Parent 2,SNP,SNP,231,84.3,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=84.3
MALVARISCO,ALFROCHEIRO,Parent 1,SNP,SNP,231,59,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=59
MALVARISCO,TINTO CAO,Parent 2,SNP,SNP,231,59,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=59
MALVASIA,HEBIEN,Parent 1,SNP,SNP,231,74.7,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=74.7
MALVASIA,AMARAL,Parent 2,SNP,SNP,231,74.7,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=74.7
MALVASIA BABOSA,Malvasia Di Sardegna,Parent 1,SNP,SNP,231,68.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=68.5
MALVASIA BABOSA,HEBIEN,Parent 2,SNP,SNP,231,68.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=68.5
MALVASIA FINA,HEBIEN,Parent 1,SNP,SNP,231,70.4,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=70.4
MALVASIA FINA,ALFROCHEIRO,Parent 2,SNP,SNP,231,70.4,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=70.4
MALVASIA PRETA,CAYETANA BLANCA,Parent 1,SNP,SNP,231,85.6,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=85.6
MALVASIA PRETA,ALFROCHEIRO,Parent 2,SNP,SNP,231,85.6,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=85.6
MENCÍA,ALFROCHEIRO,Parent 1,SNP,SNP,231,61.4,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=61.4
MENCÍA,PATORRA,Parent 2,SNP,SNP,231,61.4,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=61.4
MESLIER SAINT FRANCOIS,HEUNISCH WEISS,Parent 1,SNP,SNP,231,71.7,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=71.7
MESLIER SAINT FRANCOIS,CHENIN BLANC,Parent 2,SNP,SNP,231,71.7,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=71.7
MONTUA,HEBIEN,Parent 1,SNP,SNP,231,99.2,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=99.2
MONTUA,Bou Qsob,Parent 2,SNP,SNP,231,99.2,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=99.2
MORETO,CAYETANA BLANCA,Parent 1,SNP,SNP,231,73.7,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=73.7
MORETO,ALFROCHEIRO,Parent 2,SNP,SNP,231,73.7,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=73.7
MOSCATEL NUNES,HEBIEN,Parent 1,SNP,SNP,231,76.4,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=76.4
MOSCATEL NUNES,MUSCAT OF ALEXANDRIA,Parent 2,SNP,SNP,231,76.4,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=76.4
MOURATON,CAYETANA BLANCA,Parent 1,SNP,SNP,231,76.6,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=76.6
MOURATON,ALFROCHEIRO,Parent 2,SNP,SNP,231,76.6,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=76.6
MOURISCO DE SEMENTE,MARUFO,Parent 1,SNP,SNP,231,52.1,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=52.1
MOURISCO DE SEMENTE,BORRAÇAL,Parent 2,SNP,SNP,231,52.1,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=52.1
MULATA,CASTELAO,Parent 1,SNP,SNP,231,85.7,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=85.7
MULATA,ALICANTE HENRI BOUSCHET,Parent 2,SNP,SNP,231,85.7,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=85.7
PADEIRO,HEBIEN,Parent 1,SNP,SNP,231,65.9,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=65.9
PADEIRO,VINHÃO,Parent 2,SNP,SNP,231,65.9,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=65.9
PARREIRA MATIAS,ALFROCHEIRO,Parent 1,SNP,SNP,231,79,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=79
PARREIRA MATIAS,AIRÉN,Parent 2,SNP,SNP,231,79,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=79
PRIMAVERA,CASTELAO,Parent 1,SNP,SNP,231,93.8,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=93.8
PRIMAVERA,ALICANTE HENRI BOUSCHET,Parent 2,SNP,SNP,231,93.8,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=93.8
RABIGATO MORENO,RABIGATO,Parent 1,SNP,SNP,231,84.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=84.5
RABIGATO MORENO,HEBIEN,Parent 2,SNP,SNP,231,84.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=84.5
RATINHO,SIRIA,Parent 1,SNP,SNP,231,77.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=77.5
RATINHO,MALVASIA FINA,Parent 2,SNP,SNP,231,77.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=77.5
ROUPEIRO BRANCO,HEBIEN,Parent 1,SNP,SNP,231,54.9,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=54.9
ROUPEIRO BRANCO,FOLGASÃO,Parent 2,SNP,SNP,231,54.9,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=54.9
RUFETE,MOLAR,Parent 1,SNP,SNP,231,76.8,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=76.8
RUFETE,PEREPINHAO PORTALEGRE,Parent 2,SNP,SNP,231,76.8,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=76.8
TEMPRANILLO,ALBILLO MAYOR,Parent 1,SNP,SNP,231,100,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=100
TEMPRANILLO,BENEDICTO,Parent 2,SNP,SNP,231,100,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=100
Terrantes Do Pico,VERDELHO BRANCO,Parent 1,SNP,SNP,231,74.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=74.5
Terrantes Do Pico,TROUSSEAU NOIR,Parent 2,SNP,SNP,231,74.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=74.5
TINTA BARROCA,MARUFO,Parent 1,SNP,SNP,231,69.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=69.5
TINTA BARROCA,TOURIGA NACIONAL,Parent 2,SNP,SNP,231,69.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=69.5
TINTA DA BARCA,MARUFO,Parent 1,SNP,SNP,231,72,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=72
TINTA DA BARCA,TOURIGA NACIONAL,Parent 2,SNP,SNP,231,72,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=72
TINTA DE LISBOA,SIRIA,Parent 1,SNP,SNP,231,63.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=63.5
TINTA DE LISBOA,TROUSSEAU NOIR,Parent 2,SNP,SNP,231,63.5,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=63.5
TOURIGA FÊMEA,MALVASIA FINA,Parent 1,SNP,SNP,231,63.4,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=63.4
TOURIGA FÊMEA,TOURIGA NACIONAL,Parent 2,SNP,SNP,231,63.4,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=63.4
TOURIGA FRANCA,MARUFO,Parent 1,SNP,SNP,231,63.9,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=63.9
TOURIGA FRANCA,TOURIGA NACIONAL,Parent 2,SNP,SNP,231,63.9,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=63.9
TRINCADEIRA BRANCA,HEBIEN,Parent 1,SNP,SNP,231,66.2,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=66.2
TRINCADEIRA BRANCA,TROUSSEAU NOIR,Parent 2,SNP,SNP,231,66.2,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=66.2
TRINCADEIRA DAS PRATAS,HEBIEN,Parent 1,SNP,SNP,231,80,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=80
TRINCADEIRA DAS PRATAS,ALFROCHEIRO,Parent 2,SNP,SNP,231,80,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=80
VITAL,RABO DE OVELHA,Parent 1,SNP,SNP,231,83.7,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=83.7
VITAL,MALVASIA FINA,Parent 2,SNP,SNP,231,83.7,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,confirmed,Cunha 2020 Front. Plant Sci. 11:127; 231 Vitis SNP markers; LOD=83.7
AMARAL,BARCELO,Parent 1,SNP,SNP,231,45.76,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,probable,Parent-offspring duo; Cunha 2020 Front. Plant Sci. 11:127; LOD=45.76
AMARAL,MELHORIO,Parent 1,SNP,SNP,231,25.18,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,probable,Parent-offspring duo; Cunha 2020 Front. Plant Sci. 11:127; LOD=25.18
#N/A,SCHIAVA GROSSA,Parent 1,SNP,SNP,231,29.21,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,probable,Parent-offspring duo; Cunha 2020 Front. Plant Sci. 11:127; LOD=29.21
#N/A,#N/A,Parent 1,SNP,SNP,231,54.24,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,probable,Parent-offspring duo; Cunha 2020 Front. Plant Sci. 11:127; LOD=54.24
CASTELAO,#N/A,Parent 1,SNP,SNP,231,28.89,Cunha et al. 2020,10.3389/fpls.2020.00127,2020,probable,Parent-offspring duo; Cunha 2020 Front. Plant Sci. 11:127; LOD=28.89
