child_variety,parent_variety,parent_role,evidence_type,marker_type,n_markers,lod_score,study_reference,doi,confirmed_year,confidence_level,notes
Nebbiera,Chatus,,SNP (Vitis18K),SNP,~18000,2851.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2851; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: unvalidation of breeder's data by Raimondi et al., 2017"
Negret castrais,Mauzac blanc,,SNP (Vitis18K),SNP,~18000,2897.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2897; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013"
Negret castrais,Monastrell,,SNP (Vitis18K),SNP,~18000,2897.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2897; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013"
Nerello mascalese,Mantonico bianco,,SNP (Vitis18K),SNP,~18000,3047.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3047; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Cipriani et al., 2010; Gasparro et al., 2013; De Lorenzis et al., 2019 (only PO with 'Sangiovese')"
Nerello mascalese,Sangiovese,,SNP (Vitis18K),SNP,~18000,3047.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3047; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Cipriani et al., 2010; Gasparro et al., 2013; De Lorenzis et al., 2019 (only PO with 'Sangiovese')"
Notardomenico,Carricante,,SNP (Vitis18K),SNP,~18000,3219.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3219; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013 (Carricante non identificato, ma riportato come Nerello cappuccio faux); riportato correttamente su VIVC"
Notardomenico,Somarello,,SNP (Vitis18K),SNP,~18000,3219.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3219; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013 (Carricante non identificato, ma riportato come Nerello cappuccio faux); riportato correttamente su VIVC"
Opsimo Edessis,Achladi (Pergolese di Tivoli),,SNP (Vitis18K),SNP,~18000,3265.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3265; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Opsimo Edessis,Parmak cerven,,SNP (Vitis18K),SNP,~18000,3265.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3265; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Orangetraube,Chasselas,,SNP (Vitis18K),SNP,~18000,3000.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3000; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Lacombe et al., 2013"
Orangetraube,Pinot,,SNP (Vitis18K),SNP,~18000,3000.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3000; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Lacombe et al., 2013"
Orlovi nokti beli,Cornichon blanc,,SNP (Vitis18K),SNP,~18000,3337.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3337; Mendelian errors=2 (6.0% if 0.06 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Orlovi nokti beli,Parmak cerven,,SNP (Vitis18K),SNP,~18000,3337.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3337; Mendelian errors=2 (6.0% if 0.06 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Ortega,Müller Thurgau,,SNP (Vitis18K),SNP,~18000,3054.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3054; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Ortega,siegerrebe CREA,,SNP (Vitis18K),SNP,~18000,3054.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3054; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Osteiner,Riesling,,SNP (Vitis18K),SNP,~18000,3060.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3060; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Lacombe et al., 2013"
Osteiner,Sylvaner verde,,SNP (Vitis18K),SNP,~18000,3060.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3060; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Lacombe et al., 2013"
Palestina I,Bicane,,SNP (Vitis18K),SNP,~18000,3197.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3197; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Palestina I,Luglienga bianca (Lignan),,SNP (Vitis18K),SNP,~18000,3197.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3197; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Papaskarasi,Alba imputotato,,SNP (Vitis18K),SNP,~18000,3380.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3380; Mendelian errors=3 (9.0% if 0.09 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Papaskarasi,Prokupac,,SNP (Vitis18K),SNP,~18000,3380.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3380; Mendelian errors=3 (9.0% if 0.09 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Pasiga,Alphonse Lavallee,,SNP (Vitis18K),SNP,~18000,3221.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3221; Mendelian errors=2 (6.0% if 0.06 else 0%); Section D; Remarks: confirmation of breeder's data by Ibáñez et al., 2009; Lacombe et al., 2013"
Pasiga,Sultanina,,SNP (Vitis18K),SNP,~18000,3221.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3221; Mendelian errors=2 (6.0% if 0.06 else 0%); Section D; Remarks: confirmation of breeder's data by Ibáñez et al., 2009; Lacombe et al., 2013"
Passau,Chatus,,SNP (Vitis18K),SNP,~18000,2968.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2968; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: unvalidation of breeder's data by Raimondi et al., 2017"
Passau,Dolcetto,,SNP (Vitis18K),SNP,~18000,2968.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2968; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: unvalidation of breeder's data by Raimondi et al., 2017"
Petit Bouschet,Aramon,,SNP (Vitis18K),SNP,~18000,3070.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3070; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Cabezas et al., 2003; Lacombe et al 2013"
Petit Bouschet,Teinturier,,SNP (Vitis18K),SNP,~18000,3070.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3070; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Cabezas et al., 2003; Lacombe et al 2013"
Pinotage,Cinsaut,,SNP (Vitis18K),SNP,~18000,2761.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2761; Mendelian errors=1 (4.0% if 0.04 else 0%); Section D; Remarks: confirmation of breeder's data by Lacombe et al., 2013"
Pinotage,Pinot,,SNP (Vitis18K),SNP,~18000,2761.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2761; Mendelian errors=1 (4.0% if 0.04 else 0%); Section D; Remarks: confirmation of breeder's data by Lacombe et al., 2013"
Planta nova,Heptakilo,,SNP (Vitis18K),SNP,~18000,3269.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3269; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013"
Planta nova,Rojal tinta,,SNP (Vitis18K),SNP,~18000,3269.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3269; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013"
Plavina,Primitivo,,SNP (Vitis18K),SNP,~18000,3239.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3239; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Cipriani et al., 2010; Lacombe et al., 2013; De Lorenzis et al., 2019 (only PO with 'Primitivo')"
Plavina,Verdeca (Lagorthi),,SNP (Vitis18K),SNP,~18000,3239.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3239; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Cipriani et al., 2010; Lacombe et al., 2013; De Lorenzis et al., 2019 (only PO with 'Primitivo')"
Quiebratinajas tinto,Breval negro,,SNP (Vitis18K),SNP,~18000,3083.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3083; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Laucou et al., 2018"
Quiebratinajas tinto,Castellana blanca,,SNP (Vitis18K),SNP,~18000,3083.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3083; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Laucou et al., 2018"
Rannii Vira,Chaouch blanc,,SNP (Vitis18K),SNP,~18000,3609.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3609; Mendelian errors=3 (8.0% if 0.08 else 0%); Section D; Remarks: confirmation of breeder's data by Lacombe et al., 2013"
Rannii Vira,Kichmich tcherni,,SNP (Vitis18K),SNP,~18000,3609.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3609; Mendelian errors=3 (8.0% if 0.08 else 0%); Section D; Remarks: confirmation of breeder's data by Lacombe et al., 2013"
Rassegui,Heptakilo,,SNP (Vitis18K),SNP,~18000,3371.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3371; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Rassegui,Planta fina,,SNP (Vitis18K),SNP,~18000,3371.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3371; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Roi des precoces,Cinsaut,,SNP (Vitis18K),SNP,~18000,2761.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2761; Mendelian errors=1 (4.0% if 0.04 else 0%); Section D; Remarks: Vargas et al., 2009; Lacombe et al., 2013"
Roi des precoces,Pinot,,SNP (Vitis18K),SNP,~18000,2761.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2761; Mendelian errors=1 (4.0% if 0.04 else 0%); Section D; Remarks: Vargas et al., 2009; Lacombe et al., 2013"
Romeiko,Ladikino,,SNP (Vitis18K),SNP,~18000,3261.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3261; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013"
Romeiko,Verdeca (Lagorthi),,SNP (Vitis18K),SNP,~18000,3261.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3261; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013"
Roublot,Heunisch Weiss,,SNP (Vitis18K),SNP,~18000,2818.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2818; Mendelian errors=2 (7.0% if 0.07 else 0%); Section D; Remarks: Bowers et al., 1999; Bousiquot et al., 2004; Lacombe et al., 2013"
Roublot,Pinot,,SNP (Vitis18K),SNP,~18000,2818.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2818; Mendelian errors=2 (7.0% if 0.07 else 0%); Section D; Remarks: Bowers et al., 1999; Bousiquot et al., 2004; Lacombe et al., 2013"
Roumi noir,Coarna neagra,,SNP (Vitis18K),SNP,~18000,3176.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3176; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013"
Roumi noir,Moscato d'Amburgo,,SNP (Vitis18K),SNP,~18000,3176.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3176; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013"
Rubinovyi Magaracha,Cabernet sauvignon,,SNP (Vitis18K),SNP,~18000,3137.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3137; Mendelian errors=3 (10.0% if 0.1 else 0%); Section D; Remarks: confirmation of breeder's data by Goryslavets et al., 2010; Lacombe et al., 2013"
Rubinovyi Magaracha,Saperavi,,SNP (Vitis18K),SNP,~18000,3137.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3137; Mendelian errors=3 (10.0% if 0.1 else 0%); Section D; Remarks: confirmation of breeder's data by Goryslavets et al., 2010; Lacombe et al., 2013"
Ruby Cabernet,Cabernet sauvignon,,SNP (Vitis18K),SNP,~18000,2855.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2855; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: confirmation of breeder's data by Buhner-Zaharieva et al., 2010; Lacombe et al., 2013"
Ruby Cabernet,Carignan (Mazuelo),,SNP (Vitis18K),SNP,~18000,2855.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2855; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: confirmation of breeder's data by Buhner-Zaharieva et al., 2010; Lacombe et al., 2013"
Ruché,Croatina,,SNP (Vitis18K),SNP,~18000,2994.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2994; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Ruffa et al., 2016"
Ruché,Malvasia aromatica di Parma,,SNP (Vitis18K),SNP,~18000,2994.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2994; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Ruffa et al., 2016"
San Michele,Barbera,,SNP (Vitis18K),SNP,~18000,2850.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2850; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: unvalidation of breeder's data by Raimondi et al., 2017"
San Michele,Chatus,,SNP (Vitis18K),SNP,~18000,2850.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2850; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: unvalidation of breeder's data by Raimondi et al., 2017"
Santa Magdalena,Blanc de morgex,,SNP (Vitis18K),SNP,~18000,2890.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2890; Mendelian errors=3 (10.0% if 0.1 else 0%); Section D; Remarks: García-Muñoz, 2011; Lacombe et al., 2013; Ghaffari et al., 2014; Laucou et al., 2018"
Santa Magdalena,Planta fina,,SNP (Vitis18K),SNP,~18000,2890.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2890; Mendelian errors=3 (10.0% if 0.1 else 0%); Section D; Remarks: García-Muñoz, 2011; Lacombe et al., 2013; Ghaffari et al., 2014; Laucou et al., 2018"
Sena,Heben,,SNP (Vitis18K),SNP,~18000,2858.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2858; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Zinelabidine et al., 2015"
Sena,Manseng noir,,SNP (Vitis18K),SNP,~18000,2858.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2858; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Zinelabidine et al., 2015"
Servant,Achladi (Pergolese di Tivoli),,SNP (Vitis18K),SNP,~18000,3127.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3127; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Servant,Wildbacher de Hongrie,,SNP (Vitis18K),SNP,~18000,3127.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3127; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Siegerrebe,Madeleine angevine,,SNP (Vitis18K),SNP,~18000,2935.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2935; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Maul et al., 2012; Lacombe et al., 2013; Laucou et al., 2018"
Siegerrebe,Savagnin,,SNP (Vitis18K),SNP,~18000,2935.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2935; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Maul et al., 2012; Lacombe et al., 2013; Laucou et al., 2018"
Somarello,Garganega,,SNP (Vitis18K),SNP,~18000,3255.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3255; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Di Vecchi Staraz et al., 2007; Lacombe et al., 2013 (Susumaniello)"
Somarello,Uva sacra (Uva sogra),,SNP (Vitis18K),SNP,~18000,3255.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3255; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Di Vecchi Staraz et al., 2007; Lacombe et al., 2013 (Susumaniello)"
Sultana moscata,Sultanina,,SNP (Vitis18K),SNP,~18000,3365.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3365; Mendelian errors=3 (9.0% if 0.09 else 0%); Section D; Remarks: Ibáñez et al., 2009; Lacombe et al., 2013; Laucou et al., 2018"
Sultana moscata,Zibibbo (Moscato d'Alessandria),,SNP (Vitis18K),SNP,~18000,3365.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3365; Mendelian errors=3 (9.0% if 0.09 else 0%); Section D; Remarks: Ibáñez et al., 2009; Lacombe et al., 2013; Laucou et al., 2018"
Syrah,Dureza,,SNP (Vitis18K),SNP,~18000,2825.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2825; Mendelian errors=2 (7.0% if 0.07 else 0%); Section D; Remarks: Bowers et al., 2000; Lacombe et al., 2013"
Syrah,Mondeuse blanche,,SNP (Vitis18K),SNP,~18000,2825.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2825; Mendelian errors=2 (7.0% if 0.07 else 0%); Section D; Remarks: Bowers et al., 2000; Lacombe et al., 2013"
Tarrango,Sultanina,,SNP (Vitis18K),SNP,~18000,2949.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2949; Mendelian errors=2 (7.0% if 0.07 else 0%); Section D; Remarks: confirmation of breeder's data by Lacombe et al., 2013"
Tarrango,Touriga nacional,,SNP (Vitis18K),SNP,~18000,2949.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2949; Mendelian errors=2 (7.0% if 0.07 else 0%); Section D; Remarks: confirmation of breeder's data by Lacombe et al., 2013"
Teinturier ad acino rotondo,Neretto duro (Balau),,SNP (Vitis18K),SNP,~18000,3157.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3157; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Raimondi et al., 2020 (Teinturier=Teinturier du Cher)"
Teinturier ad acino rotondo,Teinturier,,SNP (Vitis18K),SNP,~18000,3157.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3157; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Raimondi et al., 2020 (Teinturier=Teinturier du Cher)"
Tempranillo,Albillo mayor,,SNP (Vitis18K),SNP,~18000,3223.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3223; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Ibáñez et al., 2012; Laucou et al., 2018"
Tempranillo,Benedicto,,SNP (Vitis18K),SNP,~18000,3223.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3223; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Ibáñez et al., 2012; Laucou et al., 2018"
Tinta Barroca,Marufo,,SNP (Vitis18K),SNP,~18000,2917.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2917; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Castro et al., 2011; Lacombe et al., 2013"
Tinta Barroca,Touriga nacional,,SNP (Vitis18K),SNP,~18000,2917.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2917; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Castro et al., 2011; Lacombe et al., 2013"
Torralba,Breval negro,,SNP (Vitis18K),SNP,~18000,3017.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3017; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Laucou et al., 2018"
Torralba,Heben,,SNP (Vitis18K),SNP,~18000,3017.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3017; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Laucou et al., 2018"
Torrontes riojano,Listan prieto,,SNP (Vitis18K),SNP,~18000,3098.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3098; Mendelian errors=2 (6.0% if 0.06 else 0%); Section D; Remarks: Agüero et al., 2003; This et al., 2006; Lacombe et al., 2007; Tapia et al., 2007; Lacombe et al., 2013"
Torrontes riojano,Zibibbo (Moscato d'Alessandria),,SNP (Vitis18K),SNP,~18000,3098.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3098; Mendelian errors=2 (6.0% if 0.06 else 0%); Section D; Remarks: Agüero et al., 2003; This et al., 2006; Lacombe et al., 2007; Tapia et al., 2007; Lacombe et al., 2013"
Totika,Augster blau,,SNP (Vitis18K),SNP,~18000,3545.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3545; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013"
Totika,Kadarka kek,,SNP (Vitis18K),SNP,~18000,3545.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3545; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Lacombe et al., 2013"
Touriganca,Marufo,,SNP (Vitis18K),SNP,~18000,2917.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2917; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Castro et al., 2011; Lacombe et al., 2013"
Touriganca,Touriga nacional,,SNP (Vitis18K),SNP,~18000,2917.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2917; Mendelian errors=1 (3.0% if 0.03 else 0%); Section D; Remarks: Castro et al., 2011; Lacombe et al., 2013"
Trincadeira das pratas,Alfrocheiro preto,,SNP (Vitis18K),SNP,~18000,2669.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2669; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Cunha et al., 2015; Zinelabidine et al., 2015"
Trincadeira das pratas,Heben,,SNP (Vitis18K),SNP,~18000,2669.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2669; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Cunha et al., 2015; Zinelabidine et al., 2015"
Urmi dinka,Izsaki sarfeher,,SNP (Vitis18K),SNP,~18000,3342.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3342; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Urmi dinka,Kadarka kek,,SNP (Vitis18K),SNP,~18000,3342.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3342; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: Lacombe et al., 2013; Laucou et al., 2018"
Uva di Troia,Bombino bianco,,SNP (Vitis18K),SNP,~18000,3099.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3099; Mendelian errors=2 (6.0% if 0.06 else 0%); Section D; Remarks: Lacombe et al., 2013"
Uva di Troia,Quagliano (Bouteillan),,SNP (Vitis18K),SNP,~18000,3099.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=3099; Mendelian errors=2 (6.0% if 0.06 else 0%); Section D; Remarks: Lacombe et al., 2013"
Valentino,Chatus,,SNP (Vitis18K),SNP,~18000,2968.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2968; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: unvalidation of breeder's data by Raimondi et al., 2017"
Valentino,Dolcetto,,SNP (Vitis18K),SNP,~18000,2968.0,Lacombe & Emanuelli et al. 2020,10.3389/fpls.2020.605934,2021,probable,"LOD=2968; Mendelian errors=0 (0.0% if 0 else 0%); Section D; Remarks: unvalidation of breeder's data by Raimondi et al., 2017"
