vivc_prime_name,vivc_no,vivc_origin,vivc_species,vivc_color,vivc_parent1,vivc_parent2,in_passport,in_marker_support,in_vivc_confirmed,in_constantini_2026,in_myles_2011,in_lacombe_2013,in_oliveira_2020,in_lac_emanuelli_2020,in_laucou_2018,in_liang_2019,in_grin_pedigree,in_grin_alignment,in_ssr_vivc,in_ssr_migliaro,in_ssr_lacombe,in_ssr_oliveira,in_node_profile,n_sources,name_in_marker_support,name_in_vivc_confirmed,name_in_constantini_2026,name_in_myles_2011,name_in_lacombe_2013,name_in_oliveira_2020,name_in_lac_emanuelli_2020,name_in_laucou_2018,name_in_liang_2019,name_in_grin_pedigree,name_in_grin_alignment,grin_accession_id,grin_match_methods,is_alias,aliases,in_alias_map,passport_candidate
MONDINA,7922,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONDOVI,7923,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONEMVASSIA,7925,GREECE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONEMVASSIA MEGALORAGI,40221,GREECE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONEU,25307,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONICA FEMELLE,24353,TUNISIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONICA NERA,7928,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,HEBEN,?,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONJA,7930,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,GARRIDO,PALOMINO FINO,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONLINTAWBA,7931,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS MONTICOLA BUCKLEY,FERN MUNSON,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONOKA SORH,7932,AFGHANISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONOKOUNA,40222,GREECE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONOLITNYI,14688,"SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)",VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,COARNA ALBA,RKATSITELI,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONORAC,7933,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,GARNACHA,ARAMON,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONROE,7935,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,CONCORD,DELAWARE,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONSANTO,7936,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,MUSCAT HAMBURG,CASTELAO,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTALBANA,7938,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTANA,16162,UNITED STATES OF AMERICA,VITIS RIPARIA MICHAUX,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTANERA,24893,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTANERA DI PEROSA,22777,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTANERA DI SALUZZO FALSA,41811,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTANICU NIURU,7941,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTCLAIR,7942,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,VITIS LABRUSCA LINNE,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTE MADONNA 1 GT,40670,,,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTE SENARIO,40796,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTEFIORE,7944,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,TAYLOR,IVES,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTELAURE,7945,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTENACH,7946,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTENATA,7947,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTEPILA,7948,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTEPULCIANO CITTA S. ANGELO,7950,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTEPULCIANO D'AQUILA,7951,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTEPULCIANO TERAMO,40671,,,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTEVUOVOLO,10621,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTICELLO,7953,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,USDA 4606- 5,VIRGINIA 5-32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTICOLA 1303,16619,,VITIS MONTICOLA BUCKLEY,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTICOLA BIG CLUSTER,15042,,VITIS MONTICOLA BUCKLEY,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTICOLA DE SEMIS B,15044,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTICOLA LARGE,7954,UNITED STATES OF AMERICA,VITIS MONTICOLA BUCKLEY,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTICOLA ROCHESTER,17164,GERMANY,VITIS MONTICOLA BUCKLEY,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTICOLA TYPE (SYUNIQ REGION),24878,ARMENIA,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTICOLA VALMY 1,15045,UNITED STATES OF AMERICA,VITIS MONTICOLA BUCKLEY,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTISELLA,7957,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS MONTICOLA BUCKLEY,LAUSSEL,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTONA,7958,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTONERA,24140,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTONERI 23,15047,ITALY,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTONICO PINTO,22898,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,CARRICANTE,?,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 10- 5,17415,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 1992- 3,13726,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,AFUS ALI,SULTANA MOSCATA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 2004- 9,13725,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,CARDINAL,SULTANINA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 2121- 30,25826,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,ALPHONSE LAVALLEE,SULTANINA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 2121- 61,13724,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,ALPHONSE LAVALLEE,SULTANINA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 2223- 27,25825,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,AFUS ALI,SULTANA MOSCATA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3082,22589,FRANCE,VITIS INTERGENERIC CROSSING,,AUBUN,VRH 1- 28- 82,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3083,22590,FRANCE,VITIS INTERGENERIC CROSSING,,AUBUN,VRH 1- 34- 82,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3084,22591,FRANCE,VITIS INTERGENERIC CROSSING,,AUBUN,VRH 1- 11- 82,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3140,25824,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,MONTPELLIER 2223- 27,MONTPELLIER 2121- 30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3159,23419,FRANCE,VITIS INTERGENERIC CROSSING,BLANC,CHASAN,VRH3099- 10- 57,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3160,23418,FRANCE,VITIS INTERGENERIC CROSSING,NOIR,FER,VRH3090- 4- 25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3169,22592,FRANCE,VITIS INTERGENERIC CROSSING,,GARNACHA TINTA,VRH3082- 1- 24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3176,23417,FRANCE,VITIS INTERGENERIC CROSSING,NOIR,GARNACHA TINTA,VRH3084- 2- 56,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3179,22593,FRANCE,VITIS INTERGENERIC CROSSING,,GARNACHA TINTA,VRH3082- 1- 32,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3180,22594,FRANCE,VITIS INTERGENERIC CROSSING,,GARNACHA TINTA,VRH3082- 1- 72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3264,25975,FRANCE,VITIS INTERGENERIC CROSSING,,VRH3161- 6- 4,CABERNET SAUVIGNON,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3274,22595,FRANCE,VITIS INTERGENERIC CROSSING,,VRH3082- 1- 42,GARNACHA TINTA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3275,22596,FRANCE,VITIS INTERGENERIC CROSSING,,VRH3082- 1- 42,CARIGNAN NOIR,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3276,22597,FRANCE,VITIS INTERGENERIC CROSSING,,VRH3082- 1- 42,SYRAH,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3277,22598,FRANCE,VITIS INTERGENERIC CROSSING,,VRH3082- 1- 42,CABERNET SAUVIGNON,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3294,22599,FRANCE,VITIS INTERGENERIC CROSSING,,VRH3082- 1- 42,CABERNET SAUVIGNON,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3322,25835,FRANCE,VITIS INTERGENERIC CROSSING,,CABERNET SAUVIGNON,VRH3176- 21- 11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 3328,25911,FRANCE,VITIS INTERGENERIC CROSSING,,MARSELAN,VRH3082- 1- 49,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 6- 23,17416,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 7- 13,17417,FRANCE,VITIS INTERSPECIFIC CROSSING,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 7- 16,17418,FRANCE,VITIS INTERSPECIFIC CROSSING,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER 8- 5,17419,FRANCE,VITIS INTERSPECIFIC CROSSING,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTPELLIER RV 4,27516,FRANCE,VITIS INTERGENERIC CROSSING,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTREAL BLUES,23853,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,KANDIYOHI,ELMER SWENSON 24- 52,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTRO CASTELLANO,7963,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTU,7964,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTUO DE MALAGA,7965,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONTUONECO,10622,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONUKKA I DABA,7967,AFGHANISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONUKKA I KAJ,7968,AFGHANISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONUKKA I SAFID,16204,AFGHANISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONUKKA I SIAH,16363,AFGHANISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONUMENTAL,7969,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,FERNAO PIRES,SULTANA MOSCATA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONVEDRO,17355,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONVEDRO DE SINES,26254,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONVRA,7971,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOONBEAM,15229,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOONLIGHT SEEDLESS (3N),26294,CHINA,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOOTSVANO DI PODAVANO,7974,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOPACH BIAL,40769,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOPR,13641,CZECH REPUBLIC,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MUSCAT OTTONEL,PRACHTTRAUBE,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOR BUEZGUELUE,7975,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOR BULUTI,7976,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOR RAZDAGI,7978,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MORA,17111,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,PALOMINO FINO,PEDRO XIMENEZ,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MORA FRESCA,40039,,,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MORAIMA,40040,,,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
