vivc_prime_name,n_sources,passport_candidate,in_marker_support,in_vivc_confirmed,in_constantini_2026,in_myles_2011,in_lacombe_2013,in_oliveira_2020,in_lac_emanuelli_2020,in_laucou_2018,in_liang_2019,in_grin_pedigree,in_grin_alignment,in_ssr_vivc,in_ssr_migliaro,in_ssr_lacombe,in_ssr_oliveira,in_node_profile,name_in_lacombe_2013,name_in_laucou_2018,name_in_lac_emanuelli_2020,name_in_grin_pedigree,name_in_grin_alignment,grin_accession_id
COT = MALBEC,2,CABERNET MALBEC 2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
COT DE CHÉRAGAS,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
COUDERC    93-  5,2,COUDERC 90- 38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC  1202,2,COUDERC 1202,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC  1613,2,COUDERC 1613,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC  3306,2,COUDERC 3306,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COUDERC  3309,2,COUDERC 3309,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
COURTOISIE,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
COUSTON,2,PLANT DE COUSTON,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
CRASSOSTAPHYLLO,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
CRIOLLA CHICA,2,CRIOLLA GRANDE SANJUANINA,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,
CVAÏ GOLD,2,GOLD FINGER,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
DAMAS BLANC PRÉCOCE,2,DAMAS BLANC PRECOCE,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
DAN‐BEN‐HANNAH = SC 26,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
DAPHNI,2,DAPHNIA,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
DARANYI IGNAC,2,DARANYI IGNAC MUSKOTALY,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
DARKAIA NOIR,2,ARBANE NOIR,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
DATTIER DE BEYROUTH,2,DATTIER NOIR,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
DATTIER DE BEYROUTH = AFUZ ALI,2,DATTIER NOIR,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
DAVID = PIROVANO 109,2,DAVID,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
DECKROT = FB 119‐39,2,DECKROT,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
DIAMANT BLANC DE CRIMÉE,2,DIAMANT BLANC DE CRIMEE,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
DIMRIT,2,DIMRIT KARA,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
DIMRIT (COLLECTION PLEVEN),2,DIMRIT KARA,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
DJANDJAL KARA,2,BOSAR KARA,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,,,,,
DJOURA OUSUM,2,AK ECHON OUSUM,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
DORNFELDER = WE S 341,2,DORNFELDER,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
EFREMOVSKY,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
EHRENFELSER = GM 9‐93,2,EHRENFELSER,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
EKIGAÏNA,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
ELBLING BLAUER (DEKKER),2,ELBLING ROT,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
EMILIA = DALMASSO VI‐3,2,EMILIA,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
EMPERATRIZ = CG 28‐467,2,EMPERATRIZ,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
EN KÖVIDINKAM,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
ESPADEIRO BRANCO = BRANCO ESCOLA,2,BRANCO ESCOLA,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
EUGENIA (ALLEMAGNE),2,EUGENIA,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
EVEX 13-  5,2,EVEX 11- PP,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
F. LANTINI = PIROVANO 263,2,LANTINI,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
F26P41,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
F26P50,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
F42P74,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
F45P137,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
F49P35,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
F4P38,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
FERLONGO = H 34‐49‐69,2,FERLONGO,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
FERLÉ 50 = H 34‐49‐50,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
FERLÉ DE MOCAMMEDES,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
FERRAL (SPAIN) = UVALLON,2,ALFONSO LAVALLEE X FERRAL,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,,,,,
FONTANARA = WÜ B 51‐4‐10,2,FONTANARA,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
FORMOSA = PIROVANO 245,2,FORMOSA,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
FORTANA,2,FORTANA CAB,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
FRANKENTHAL,2,FRANKENTHAL BLANC MUSQUE,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
FRANKENTHAL = SCHIAVA GROSSA,2,SCHIAVA GROSSA,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
FRANÇOIS IER,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
FRESNO 1613-59,2,FRESNO B 70- 57,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,
FROELICH X 4‐2,2,FROELICH V,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
FRUTTUOSA = PIROVANO 27,2,FRUTTUOSA,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
FRÜHGIPFLER I,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
FRÜHMUSKAT OBERLIN,2,OBERLIN 651,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
FULGENS = PIROVANO 347,2,FULGENS,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
FÜRSTENTRAUBE,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
G. MOLON = PIROVANO 102,2,GIROLAMO MOLON,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GARGANEGA = GRECANICO,2,GARGANEGA MASCIO,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GARGOLLASA,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GARRO = MANDO,2,GARRO,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GENOTYPE 16,2,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GEWURZTRAMINER,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
GIA F12P140,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
GIA F12P194,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
GILDÉ,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GIR F1P54,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
GIR F2P83,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
GIR F2P97,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
GLACIÈRE,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GOLDEN AMBRO,2,MUSCAT GOLDEN QUEEN,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GOLDEN HAMBOURG,2,MUSCAT GOLDEN QUEEN,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GRANOIR,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GROS BOURGOGNE,2,BOURGOGNE GROS,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,,,,,
GROS MANSENG DE LUCQ,2,MANSENG GROS DE LUCQ,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GROS PÉJAC,2,GROS COLMAN BLANC,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GROSSE JACQUÈRE,2,JACQUERE GROSSE,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GROSSE ROUSSETTE,2,ROUSSETTE GROSSE,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GYÖNGY SZÖLÖ,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
HEGEDÜS SANDOR,2,PETOEFI SANDOR,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
IGNEA = PIROVANO 185,2,IGNEA,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
IMPERO = PIROVANO 264,2,IMPERO,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
INF F12P102,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
INF F12P103,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
INF F12P108,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
INF F12P115,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
INF F12P128,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
INF F12P49,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
INF F12P55,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
INF F12P74,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
INF F12P78,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
INF F12P87,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
INF F13P152,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
INF F14P33,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
INSTITUTIS GRDZELMTEVANA,2,GRDZELMTEVANA INSTITUTIS,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
IV 1-1-768,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
IV 54/2,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
IV 8/1,2,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
JAEN NEGRO,2,JAEN VERDAL,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
JAVOR GROSS,2,JAVOR GROSS WEISS,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
JEAN BERNATH,2,PINOT DE SAINT JEAN,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
JOÃO DOMINGOS,2,JOAO DOMINGOS,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
JURANÇON BLANC,2,TEOULIER BLANC FEMELLE,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
JURANÇON NOIR,2,ARBANE NOIR,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KANZLER = ALZEY 3983,2,KANZLER,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KARMRAIUTE,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KAUKA BLAU,2,KAUKA,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
KERNER = WE S 25‐30,2,KERNER (4N),False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KIBRAÏSKI,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KICHMICH CHICHRAOU,2,KARA KICHMICH OVROUT,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KICHMICH ROND,2,KARA KICHMICH OVROUT,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KLEINRAUSCHLING,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KNIPPERLÉ,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KNIPPERLÉ PRÉCOCE FAUX,2,ODJALECHI FAUX,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KNIPPERLÉ TARDIF FAUX,2,KNIPPERLE TARDIF FAUX,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KOBER 5BB,2,KOBER 127,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,,,,,
KOPTCHAK,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KORINTHIAKI,2,KORINTHIAKI MAVRO,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
KOURTSEITE AGANIN ISIOUM,2,KARA ISIOUM,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KOZMA 01-1-296,2,KOZMA 99- 1- 48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
KOZMA 01-1-482,2,KOZMA 99- 1- 48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
KOZMA 01-1-9,2,KOZMA 99- 1- 48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
KOZMA 01-1-93,2,KOZMA 99- 1- 48,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,
KÉK KADARKA,2,OLASZ KADARKA,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KÉKMEDOC,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KÖNIGSTRAUBE FAUX,2,ODJALECHI FAUX,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
KÖVER SZÖLÖ FAUX,2,ODJALECHI FAUX,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
L'ENFANT TROUVÉ,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
LAGAUZÈRE C,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
LATINA = PIROVANO 711,2,LATINA,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
LINNÉ,2,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
LITTORIO = PIROVANO 90,2,LITTORIO,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
LOMBARDIA = PIROVANO 353,2,LOMBARDIA,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
MADELEINE CÉLINE,2,MADELEINE SAEMLING 18,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
MADELEINE SALOMON = AGOSTENGA BLANC,2,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
MADELEINE SÄMLING 18,2,MADELEINE SAEMLING 18,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
MAGLIOCCO,2,MAGLIOCCO TURI,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
MAI 10 = PLOVDIV II‐6‐30,2,PLOVDIV 28-3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
MAI 3 = PLOVDIV II‐6‐16,2,PLOVDIV 28-3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
MALAGA II (DUMAS),2,MONTUO DE MALAGA,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,,,,
